Variable,Title1,Title2,Title3,Type,Not Experience,Weight,Flag
SP2REPWGT68,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT69,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT70,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT71,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT72,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT73,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT74,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT75,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT76,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT77,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT78,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT79,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT80,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT81,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT82,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT83,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT84,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT85,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT86,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT87,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT88,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT89,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT90,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT91,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT92,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT93,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT94,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT95,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT96,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT97,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT98,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT99,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT100,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT101,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT102,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT103,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT104,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT105,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT106,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT107,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT108,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT109,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT110,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT111,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT112,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT113,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT114,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT115,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT116,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT117,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT118,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT119,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT120,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT121,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT122,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT123,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT124,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT125,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT126,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT127,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT128,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT129,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT130,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT131,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT132,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT133,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT134,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT135,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT136,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT137,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT138,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT139,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT140,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT141,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT142,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT143,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT144,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT145,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT146,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT147,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT148,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT149,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT150,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT151,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT152,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT153,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT154,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT155,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT156,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT157,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT158,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT159,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT160,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
FIRSTHOME,Flag indicating if first-time home buyer,,Is this the first home you have ever owned?,Binary,TRUE,FALSE,FALSE
MARKETVAL,Current market value of unit,"VALUE1 is asked multiple ways depending on the structure type. If the unit is for sale the respondent is asked ""What is the sales price asked for that property?"" If the unit is a house or MH the respondent is asked ""What is the value of the house and its lot or yard?,"" BUT mobile homes are asked to NOT Include the value of the land (see LOTVAL and note that mobile home land value is collected separately because the unit could move). If the unit is in a building with 2 or more units, the respondent is asked ""What is the value of the apartment/unit only?""",See User Notes,Continuous,FALSE,FALSE,FALSE
TOTBALAMT,Total remaining debt across all mortgages or similar debts for this unit,,NA,Continuous,FALSE,FALSE,FALSE
PROTAXAMT,Monthly property tax amount,"PROTAXAMT is collected as an annual amount, but converted to monthly for the microdata file.",What were the real estate taxes last year?,Continuous,FALSE,FALSE,FALSE
INSURAMT,Monthly homeowner or renter insurance amount,"Respondents are first asked BUYI1/2 (Does this household have property insurance?), and if they reply yes, then asked the amount. The values shown on the microdata has been converted to a monthly amount.",See User Notes,Continuous,FALSE,FALSE,FALSE
HOAAMT,Monthly homeowners or condominium association amount,"HOAAMT is determined from multiple variables, including those that ask MH park fee (IFFEEMH1, CAMFMH1, FEEAMTMH1), other fees for utility hookups, mobile home association fees, etc. (IFOTHF1, FMHOTF1, MHOTFE1), homeowner or condo assn fee (IFFEEHO, CAMFHO, FEEAMTHO)and so forth. The values shown in the microdata have converted to monthly amounts.",See User Notes,Continuous,FALSE,FALSE,FALSE
LOTAMT,Monthly lot rent amount,"Respondents are first asked INCS (Do you pay rent for the land?), and if they reply yes, then asked FLRENT (How many times a year is the land/site rent due?), then asked LRENT (What is the cost?). The values shown in the microdata have been converted to monthly amounts.",See User Notes,Continuous,FALSE,FALSE,FALSE
MAINTAMT,Amount of annual routine maintenance costs,,"In a TYPICAL YEAR, about how much does your household spend for routine repairs and maintenance, such as painting, plumbing, roofing, or other minor repairs?",Continuous,FALSE,FALSE,FALSE
MORTAMT,Monthly total mortgage amount (all mortgages),MORTAMT is the sum of PMTAMT (mortgage payment amount) across all mortgages.,NA,Continuous,FALSE,FALSE,FALSE
HINCP,Household Income (past 12 months),HINCP is the sum of all types of income for all household members age 16 and over.,NA,Continuous,TRUE,FALSE,FALSE
FINCP,Family income (past 12 months),FINCP is the sum of all types of income for the householder and all related individuals age 16 and over.,NA,Continuous,TRUE,FALSE,FALSE
REMODAMT,Total cost of home improvement jobs in last two years,"REMODAMT=0 indicates that either the respondent did not report any home improvement jobs, or the respondent reported one or more home improvement jobs and all had a cost of $0.",NA,Continuous,FALSE,FALSE,FALSE
TOTHCAMT,Monthly total housing costs,"TOTHCAMT is the sum of all other variables in the ""Total Housing Costs"" subtopic, which includes MORTAMT, RENT, UTILAMT, PROTAXAMT, INSURAMT, HOAAMT, LOTAMT, and MAINTAMT. MAINTAMT is first divided by 12 to convert it to a monthly cost.",NA,Continuous,FALSE,FALSE,FALSE
YEAR,#N/A,#N/A,#N/A,#N/A,FALSE,FALSE,FALSE
